Date,RegionName,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
1996-04-30,brightonkenoshawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,176900,194900,,175400,125000,,175400,175400,213400,,,,,
1996-04-30,brightonlivingstonmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,131700,160000,209900,247900,167300,111200,179500,167300,164700,235300,,,,,
1996-04-30,brightonmonroeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,80600,105500,139100,,109300,83000,,109300,109600,166100,,,,,
1996-04-30,brightontiptontn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,88500,130400,,90000,57600,,90000,90000,134200,,,,,
1996-04-30,brimfieldhampdenma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,97500,114500,139500,,112000,91300,,112000,112000,151100,,,,,
1996-04-30,brimfieldportageoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,85700,109500,,87900,74000,,87900,87900,133600,,,,,
1996-04-30,brinckerhoffdutchessny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,123700,128800,146800,,133000,116200,,133000,133000,150600,,,,,
1996-04-30,brinnonjeffersonwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165400,,,,,,,,,,,,,
1996-04-30,brisbanesan_mateoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,218600,277100,350200,,252000,,255900,252000,244800,355700,,,,,
1996-04-30,bristol_townshipbuckspa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,84300,91700,134200,,93900,79000,93700,93900,93900,130200,,,,,
1996-04-30,bristolbristol_cityva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44900,64400,,42700,,,42700,42700,70100,,,,,
1996-04-30,bristolbristolri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,120100,136200,161200,208600,135100,106000,129600,135100,135700,198500,,,,,
1996-04-30,bristolelkhartin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,92300,160400,,95200,,,95200,95200,166700,,,,,
1996-04-30,bristolhartfordct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,50500,77500,111700,123500,142400,105300,75200,60900,105300,109800,139600,,,,,
1996-04-30,bristolkenoshawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,110100,168200,192200,,166000,104000,,166000,166200,208600,,,,,
1996-04-30,bristolontariony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,82200,93400,,,91100,,,91100,91100,,,,,,
1996-04-30,bristolsullivantn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,41300,65700,101700,,59200,38000,55200,59200,60300,102600,,,,,
1996-04-30,bristolvilletrumbulloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,68700,90000,94800,,88700,65100,,88700,88700,115800,,,,,
1996-04-30,bristowprince_williamva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,128800,139900,205900,237800,192100,135800,132600,192100,201900,228100,,,,,
1996-04-30,brittany_farms_highlandsbuckspa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,106700,130800,192200,,138600,111600,123200,138600,157100,170100,,,,,
1996-04-30,broad_brookhartfordct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,91800,145400,154200,177000,134300,95100,87200,134300,144800,186700,,,,,
1996-04-30,broad_runfauquierva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,171200,257200,,,,,,198300,268400,,,,,
1996-04-30,broadmoor_villagesan_mateoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,213900,227000,246500,,226700,216100,,226700,226700,242200,,,,,
1996-04-30,broadview_heightscuyahogaoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,60100,101300,144100,,,151300,101700,87800,151300,160500,223000,,,,,
1996-04-30,broadviewcookil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,119500,,,116700,97600,,116700,117700,129000,,,,,
1996-04-30,broadwayharnettnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,83800,,,83100,59800,,83100,83400,127800,,,,,
1996-04-30,broadwayrockinghamva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73100,89400,111800,,86900,68400,,86900,86900,120000,,,,,
1996-04-30,brockportmonroeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,71600,79100,86800,,79400,67300,,79400,79400,93200,,,,,
1996-04-30,brocktonplymouthma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,66500,85100,101100,109400,83600,65800,52900,83600,85500,108700,,,,,
1996-04-30,brodheadgreenwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,83700,,,80800,69300,,80800,80800,116800,,,,,
1996-04-30,brodheadsvillemonroepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,126400,,,126800,90000,,126800,126800,159900,,,,,
1996-04-30,broken_arrowtulsaok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,60100,86300,129100,160600,,60400,46400,,,136100,,,,,
1996-04-30,bronsonlevyfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,51100,37900,,51100,51100,83900,,,,,
1996-04-30,bronxvillewestchesterny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,190800,260700,387500,,271700,166600,,271700,296100,,,,,,
1996-04-30,brook_parkcuyahogaoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,84200,92400,100600,,92400,84000,75100,92400,92600,106600,,,,,
1996-04-30,brookevillemontgomerymd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,250200,422000,233500,180800,,233500,241600,404200,,,,,
1996-04-30,brookfield_centertrumbulloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,86200,,,86300,64600,,86300,86600,113000,,,,,
1996-04-30,brookfieldcookil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,119900,135500,145700,,130100,111800,114700,130100,131500,155100,,,,,
1996-04-30,brookfieldfairfieldct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,84500,134900,172600,253500,312300,183800,,106700,183800,205400,284600,,,,,
1996-04-30,brookfieldworcesterma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,94000,112800,130700,,108100,81000,,108100,110400,142200,,,,,
1996-04-30,brookhavendekalbga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,108500,158700,235600,321900,161200,99300,98800,161200,167100,264300,,,,,
1996-04-30,brookhavendelawarepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,49700,77900,118400,122800,,102500,65300,,102500,115500,125100,,,,,
1996-04-30,brookhavenlincolnms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79000,,,,,,,,89500,,,,,
1996-04-30,brookhavenmonongaliawv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,55000,80400,,,71200,,,71200,71000,,,,,,
1996-04-30,brooklandcraigheadar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,59100,38900,,59100,59100,84200,,,,,
1996-04-30,brookletbullochga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,53500,88400,114000,,83700,,,83700,83700,125900,,,,,
1996-04-30,brooklinenorfolkma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,120500,184200,263100,369700,,220300,124100,171900,220300,,,,,,,
1996-04-30,brooklyn_centerhennepinmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,76000,83100,88000,91700,83100,72000,69700,83100,83700,90700,,,,,
1996-04-30,brooklyn_heightscuyahogaoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,113600,158100,,119500,91400,,119500,119500,166900,,,,,
1996-04-30,brooklyn_parkanne_arundelmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,78900,90900,104300,,91200,78400,,91200,91200,110200,,,,,
1996-04-30,brooklyn_parkhennepinmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,74700,94800,104000,159500,158400,101500,83300,82400,101500,104200,145200,,,,,
1996-04-30,brooklyncuyahogaoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,78500,93300,94600,,90400,79300,,90400,90400,115200,,,,,
1996-04-30,brooklyndanewi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106400,,,,,,,,,,
