Date,RegionName,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
1996-04-30,atkinspopear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,49500,,,49500,49500,83100,,,,,
1996-04-30,atlantacasstx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89600,,,,,
1996-04-30,atlantafultonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,88800,86900,78900,196700,434300,93400,,112300,93400,79100,215000,,,,,
1996-04-30,atlantaloganil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54800,,,,,
1996-04-30,atlantic_beachcarteretnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163700,,,,,,,178200,,,,,,
1996-04-30,atlantic_beachduvalfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,72600,112100,,350600,117500,65300,,117500,120500,240300,,,,,
1996-04-30,atlantic_beachnassauny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,366500,222800,,366500,368100,500000,,,,,
1996-04-30,atlantic_cityatlanticnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,71700,68000,83000,100400,67100,47800,59500,67100,71200,94500,,,,,
1996-04-30,atlantic_highlandsmonmouthnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,152000,192500,,161000,115500,,161000,164500,230000,,,,,
1996-04-30,atlantispalm_beachfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,78600,171700,240000,,141800,,75300,141800,172800,,,,,,
1996-04-30,atokatiptontn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101900,,,103900,,,103900,103900,,,,,,
1996-04-30,attallaetowahal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,73800,,,56600,,,56600,56600,94000,,,,,
1996-04-30,atticafountainin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,60900,,,58600,42800,,58600,58600,88300,,,,,
1996-04-30,atticalapeermi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152500,,,,,
1996-04-30,atticasenecaoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98300,,,,,
1996-04-30,attleborobristolma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,99900,124500,152100,158800,123900,99700,81800,123900,127300,160500,,,,,
1996-04-30,atwaterkandiyohimn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,72700,,89900,89900,,,,,,
1996-04-30,atwatermercedca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,88900,111400,,92300,,,92300,92700,137500,,,,,
1996-04-30,atwaterportageoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,75500,112700,131700,,111400,75300,,111400,111400,151500,,,,,
1996-04-30,atwoodcarrolltn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,39700,,,39700,39700,68400,,,,,
1996-04-30,au_sableclintonny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,48100,,,,56600,,,56600,56600,82200,,,,,
1996-04-30,auberryfresnoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,143000,179400,,133900,,,133900,133900,189400,,,,,
1996-04-30,auburn_hillsoaklandmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,64500,99000,112200,164900,,110600,81500,112800,110600,110300,161200,,,,,
1996-04-30,auburnandroscogginme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,61100,72500,79700,97400,72300,,67100,72300,72700,106200,,,,,
1996-04-30,auburnbarrowga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,73800,86700,151100,203100,90900,78100,,90900,90900,148800,,,,,
1996-04-30,auburnbaymi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74200,,,74200,74500,123100,,,,,
1996-04-30,auburncayugany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,49200,53800,56100,61300,53200,44900,,53200,53200,74400,,,,,
1996-04-30,auburndalepolkfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,39700,70400,116500,134600,65900,39900,,65900,65900,108000,,,,,
1996-04-30,auburndalewoodwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77700,,,77700,77700,114300,,,,,
1996-04-30,auburnde_kalbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,62500,82600,118700,,82700,62600,,82700,82800,138400,,,,,
1996-04-30,auburnkingwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,93800,126900,157500,177100,130100,97100,,130100,139700,173000,,,,,
1996-04-30,auburnleeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,76600,114600,166900,252600,131900,87500,85200,131900,134700,246700,,,,,
1996-04-30,auburnplacerca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,97600,104800,160000,228900,278200,159600,112600,,159600,163500,245700,,,,,
1996-04-30,auburnrockinghamnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,95400,121400,166300,,123500,99900,,123500,123000,179600,,,,,
1996-04-30,auburnsangamonil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77000,,,77000,77000,110500,,,,,
1996-04-30,auburnshawneeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163600,,,,,
1996-04-30,auburnworcesterma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,87300,113000,129300,134900,109300,86000,74700,109300,111700,139800,,,,,
1996-04-30,audubon_parkjeffersonky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,97900,136400,,,,114200,86900,,114200,114400,163500,,,,,
1996-04-30,audubonbeckermn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94400,,,,,55300,,,,,,,,,
1996-04-30,auduboncamdennj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,88900,,,90500,80200,,90500,90500,102900,,,,,
1996-04-30,audubonmontgomerypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,111100,134200,175400,184900,162900,127900,,162900,162900,255900,,,,,
1996-04-30,augusta_townshipwashtenawmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,109600,,,115200,,,115200,114700,161500,,,,,
1996-04-30,augustabutlerks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,105400,,,122000,98000,,122000,122000,161000,,,,,
1996-04-30,augustaeau_clairewi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72600,,,72600,72600,115600,,,,,
1996-04-30,augustakennebecme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,57300,,69400,93800,,,,,61600,81700,,,,,
1996-04-30,augustasaint_charlesmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,150300,,,,,,,,210300,,,,,
1996-04-30,augustsan_joaquinca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,,,,,,,,74400,,,,,
1996-04-30,aultweldco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,79800,100100,,,,,,,,127800,,,,,
1996-04-30,aumsvillemarionor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,85000,110700,155200,,113700,78700,,113700,113700,171300,,,,,
1996-04-30,aureliuscayugany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,83900,,70100,,,70100,70100,98100,,,,,
1996-04-30,auroraarapahoeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,90900,116300,149400,208500,107600,,,107600,117900,150200,,,,,
1996-04-30,auroradearbornin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,69600,92200,119100,,89900,64900,,89900,89900,134100,,,,,
1996-04-30,aurorakaneil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,111800,131500,215100,,,,118100,,,,,,,,
1996-04-30,auroralawrencemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73500,,,,,
1996-04-30,auroramarionor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,101500,143400,197500,,143500,90000,,143500,143500,248900,,,,,
1996-04-30,auroraportageoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,149800,157500,230700,249500,190700,122800,184900,190700,194000,267000,,,,,
1996-04-30,aurorasaint_louismn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59400,,,,,,,,,,,,
1996-04-30,austellcobbga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,60600,83700,102900,121500,84800,66500,61700,84800,86300,104700,,,,,
1996-04-30,austerlitzcolumbiany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,92000,129500,,,123600,81900,,123600,123600,189400,,,,,
1996-04-30,austinburgashtabulaoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,97800,,,90700,57700,,90700,90700,139100,,,,,
1996-04-30,austinlonokear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,83400,122300,,86200,60300,,86200,86200,136800,,,,,
1996-04-30,austinscottin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76600,,,,,,,80500,,,,,
1996-04-30,austintownmahoningoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,59800,75000,83700,,73800,56700,77600,73800,73700,89200,,,,,
1996-04-30,autryvillesampsonnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82800,,,,,
1996-04-30,avalonalleghenypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,56700,,,,,44600,52800,,,,,,,,
1996-04-30,avaloncape_maynj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,190400,267700,406200,242700,176800,180500,242700,272200,425000,,,,,
1996-04-30,avalonlos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,182500,,,,,,,198100,220100,,,,,,
1996-04-30,avenalkingsca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,73900,,,70000,,,70000,70000,,,,,,
1996-04-30,aventuramiami_dadefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,149700,240900,367000,,142300,73700,136600,142300,,259000,,,,,
1996-04-30,avenuesaint_marysmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,99100,,,,222600,,,,,
1996-04-30,averill_parkrensselaerny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,83800,104500,129600,,103700,75700,,103700,103700,146100,,,,,
1996-04-30,avila_beachsan_luis_obispoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,207600,,,,232400,197900,208800,232400,,,,,,,
1996-04-30,avillanoblein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,61600,77000,88500,,76000,58600,,76000,76000,121700,,,,,
1996-04-30,avingermariontx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,avistonclintonil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,92000,113100,,95700,59700,,95700,95700,131100,,,,,
1996-04-30,avocado_heightslos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,124600,144600,158600,199300,149200,125500,,149200,151400,185900,,,,,
1996-04-30,avocasaint_clairmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,67100,,,,,,,,,
1996-04-30,avon_by_the_seamonmouthnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,268000,145200,,268000,276100,,,,,,
1996-04-30,avon_lakelorainoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,100200,128000,202400,,153400,92200,129700,153400,167000,,,,,,
1996-04-30,avon_parkhighlandsfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,29700,46200,63000,75400,,54700,33400,38600,54700,55400,85800,,,,,
1996-04-30,avondale_estatesdekalbga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,72400,126800,163700,,120200,71600,72500,120200,128900,176200,,,,,
1996-04-30,avondalechesterpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,132300,147800,228600,,193700,120400,,193700,193900,259700,,,,,
1996-04-30,avondalemaricopaaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,70900,87900,112000,,100300,73300,,100300,100700,128000,,,,,
1996-04-30,avondalepuebloco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,59300,71600,,,,52900,,,,91000,,,,,
1996-04-30,avoneagleco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302700,,,,,,,,,,,,,
1996-04-30,avonhartfordct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,106700,169300,274700,451700,198600,113300,116400,198600,233600,350400,,,,,
1996-04-30,avonhendricksin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,106500,142600,,118500,78300,,118500,122700,167300,,,,,
1996-04-30,avonlorainoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,126700,136900,189100,208200,163500,100900,,163500,168900,202000,,,,,
1996-04-30,avonmorewestmorelandpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,49200,,,49200,49200,78600,,,,,
1996-04-30,avonnorfolkma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,108500,125100,140800,,126400,109100,,126400,126700,154800,,,,,
1996-04-30,avonstearnsmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,81200,98500,106300,,91700,,,91700,91700,130500,,,,,
1996-04-30,awendawcharlestonsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127300,,,127300,128300,,,,,,
1996-04-30,axismobileal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86800,,,,,
1996-04-30,axtonhenryva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68700,,,,,,,,,,,,,
1996-04-30,aylettking_williamva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41600,47200,60000,,48100,39200,,48100,48100,65400,,,,,
1996-04-30,aynorhorrysc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,82200,,,81600,,,81600,81600,137200,,,,,
1996-04-30,aztecsan_juannm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,198000,,,207000,,,207000,207000,258000,,,,,
1996-04-30,azusalos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,102800,134400,141000,166600,133400,108500,108000,133400,135500,156700,,,,,
1996-04-30,badenbeaverpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,53900,65800,,,62100,48600,,62100,62100,76700,,,,,
1996-04-30,bahamadurhamnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98700,,,117300,70400,,117300,117600,168900,,,,,
1996-04-30,baidlandwashingtonpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81700,,,,,,,,,,,,,
1996-04-30,baileynashnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,85100,116700,,84600,,,84600,84600,128300,,,,,
1996-04-30,baileyparkco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,88000,123500,144700,,108500,65600,,108500,108500,156300,,,,,
1996-04-30,bainbridge_islandkitsapwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,122700,179900,253000,296500,331800,249900,151900,133700,249900,262500,,,,,,
1996-04-30,bainbridgedecaturga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,38200,,,38200,38200,63600,,,,,
1996-04-30,bainbridgeputnamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,48800,,,,,,,,,
1996-04-30,bainbridgerossoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,66600,,,55500,,,55500,55500,84700,,,,,
1996-04-30,bairdcallahantx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,51700,,,51700,51700,,,,,,
1996-04-30,bakerokaloosafl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,80900,111000,,81500,55400,,81500,81500,128400,,,,,
1996-04-30,bakersfieldkernca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,46500,59600,90000,130400,179900,98800,66700,64200,98800,101400,151700,,,,,
1996-04-30,bal_harbourmiami_dadefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,120200,265300,,,,263500,118800,,263500,767600,,,,,,
1996-04-30,bald_eagle_townshipclintonpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,52800,,,53000,,,53000,53000,,,,,,
1996-04-30,bald_knobwhitear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,83000,,,,,
1996-04-30,baldwin_citydouglasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,79300,97500,129400,,100800,76900,,100800,100800,146400,,,,,
1996-04-30,baldwin_parklos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,93700,113400,131400,140700,151200,129300,109300,102300,129300,131000,143600,,,,,
